Locus_name)	Germplasm_name	phenotype	pubmed_id
AT3G25710	SALK_013517C	Mutants showed elevated expression of PPCK under Pi starvation. Under high levels of Pi, root hair formation is not suppressed in mutants and they contained significantly  more total Pi and more anthocyanin than the wild-type. DFR  expression in Pi-sufficient conditions was substantially increased  in the bhlh32 mutant.
	17376028

AT3G26090	CS6537	Altered cell proliferation; increased cell elongation in hypocotyls in darkness (longer hypocotyls than wild type); increased cell production in roots grown in light (longer roots than wild type); altered sugar sensing; kanamycin resistant or silenced. Tolerant to high glucose concentration (6%).	14500984
AT3G26090	CS6538	Altered cell proliferation; increased cell elongation in hypocotyls in darkness (longer hypocotyls than wild type); increased cell production in roots grown in light (longer roots than wild type); altered sugar sensing; kanamycin resistant or silenced. Tolerant to high glucose concentration (6%).	14500984
AT3G26420	SALK_036865	reduced expression of atRZ-1a	15941401
AT3G26420	SALK_109798	no expression of atRZ-1a	15941401
AT3G26430	SALK_036865	reduced expression of atRZ-1a	15941401
AT3G26430	SALK_109798	no expression of atRZ-1a	15941401
AT3G26744	ice1	Reduction in plant chilling and freezing tolerance	16214899
AT3G26790	fus3-3 lec1-2 lec2-1	strongly impaired ability to induce somatic embryos in vitro	16034595
AT3G26790	lec1-1 fus3-3	strongly impaired ability to induce somatic embryos in vitro	16034595
AT3G26790	lec2-1 fus3-3	strongly impaired ability to induce somatic embryos in vitro	16034595
AT3G26830	CS3805	reduced camalexin synthesis in response to infection.	10590168
AT3G26830	pad3-2	reduced camalexin synthesis in response to infection.	10590168
AT3G27000	brk1;arp2	alterations in F-actin organization in expanding trichomes	16481352
AT3G27000	wurm	alterations in F-actin organization in expanding trichomes	16481352
AT3G27060	tso2-1	At the seedling stage, tso2-1 mutants were similar to the wild type, with normal roots, cotyledons, and young leaves. Abnormalities first appeared in the fifth rosette leaf and persisted in all subsequent leaves, floral  organs, and siliques. The abnormalities included white sectors in green organs, uneven thickness, rough surfaces, and irregular margins of leaves or floral organs. Stamens occasionally exhibited carpel characteristics indicating homeotic transformation. The rough and uneven sepals apparently resulted from abnormally enlarged  cells as well as cell clusters projecting above the epidermis. The white sectors appeared to result from an absence of chloroplasts in patches of mesophyll cells and the formation of large air spaces or tiny cells in subepidermal cell layers. Occasionally, tso2 mutants exhibited  fasciated stems on which a single SAM, a group of self-renewing cells at the shoot tip, was enlarged and split into multiple SAMs. Finally, tso2 mutants exhibited reduced fertility, with ;29% aborted seeds. tso2-1 floral tissues were found to contain significantly reduced levels of all four dNTPs. tso2-1 exhibited slightly  increased sensitivity to UV-C light, but only at high UV-C light levels.	16399800
AT3G27060	tso2-1 rnr2a-1	tso2-1 rnr2a-1 seedlings  did not develop beyond the two- to four-leaf stage. Their SAMs were terminated with callus-like cells, and their leaves exhibited massively. Exhibited significantly increased sensitivity to UV-C light.	16399800
AT3G27360	N578768	No visible phenotype.	16262706
AT3G27580	d6pkl3-2/d6pkl2-2/d6plk1-1/d6pk-1	Quadruple mutant displays defects in many aspects of development. Defects include:abnormal leaves, leaves are narrow and twisted; reduced number of axillary shoots and reduced fertility. In addition, mutants also display single or fused cotyldons, reduced number of lateral roots and are mildy agravitropic.	19168677
AT3G27660	ole1 ole3	Oil bodies of ole1 ole3 double mutant are much larger than ole1 and ole3 single mutants. ole1 ole3 seeds hardly germinate. None of them that are treated with freezing (at -30°C for 1 day) germinate.	18485063
AT3G27660	ole2 ole3	Oil bodies of ole2 ole3 double mutant are much larger than ole2 and ole3 single mutants. Treating ole2 ole3 seeds with freezing (at -30°C for 1 day) inhibits and delays their germination, although ole2 ole3 seeds without freezing germinate normally.	18485063
AT3G27660	ole3	ole3 seeds have larger oil bodies than wild-type. OLE3 dificiency leads to loss of freezing tolerance of Arabidopsis seeds. Treating ole3 seeds with freezing (at -30°C for 1 day) slightly delay their germination, although ole3 seeds without freezing treatment germinate normally. Oil bodies of ole1 ole3 double mutant are much larger than ole3. ole1 ole3 seeds hardly germinate. None of ole1 ole3 seeds treated with freezing (at -30°C for 1 day) germinate. Oil bodies of ole2 ole3 double mutant are much larger than ole3. Treating ole2 ole3 seeds with freezing (at -30°C for 1 day) inhibits and delays their germination, although ole2 ole3 seeds without freezing germinate normally.	18485063
AT3G27670	SALK_070359	Mutant plants showed alterations in the cuticular wax profiles and embryo development. Similar to rst1-1.	16183838
AT3G27670	SALK_129280	Mutant plants showed alterations in the cuticular wax profiles and embryo development. Similar to rst1-1.	16183838
AT3G27670	ole1 ole3	Oil bodies of ole1 ole3 double mutant are much larger than ole1 and ole3 single mutants. ole1 ole3 seeds hardly germinate. None of them that are treated with freezing (at -30°C for 1 day) germinate.	18485063
AT3G27670	ole2 ole3	Oil bodies of ole2 ole3 double mutant are much larger than ole2 and ole3 single mutants. Treating ole2 ole3 seeds with freezing (at -30°C for 1 day) inhibits and delays their germination, although ole2 ole3 seeds without freezing germinate normally.	18485063
AT3G27670	ole3	ole3 seeds have larger oil bodies than wild-type. OLE3 dificiency leads to loss of freezing tolerance of Arabidopsis seeds. Treating ole3 seeds with freezing (at -30°C for 1 day) slightly delay their germination, although ole3 seeds without freezing treatment germinate normally. Oil bodies of ole1 ole3 double mutant are much larger than ole3. ole1 ole3 seeds hardly germinate. None of ole1 ole3 seeds treated with freezing (at -30°C for 1 day) germinate. Oil bodies of ole2 ole3 double mutant are much larger than ole3. Treating ole2 ole3 seeds with freezing (at -30°C for 1 day) inhibits and delays their germination, although ole2 ole3 seeds without freezing germinate normally.	18485063
AT3G27670	rst1-1	Mutant plants showed alterations in the cuticular wax profiles and embryo development. Compared to wild type, the wax on inflorescence stems in mutants is reduced nearly 60% in total amount, has a proportional reduction in aldehydes and aldehyde metabolites, and has a proportional increase in acids, primary alcohols, and esters. Also, the C29 alkanes in mutants are nearly 6-fold lower, and the C30 primary alcohols are 4-fold higher compared to the wild type. In contrast to stems, the wax on mutant leaves increased roughly 43% in amount relative to the wild type, with the major increase occurring in the C31 and C33 alkanes. Approximately 70% of mutant seeds are shrunken and nonviable, with these being randomly distributed within both inflorescence and silique. Viable mutant seeds are slightly larger than those of wild type; the proportions of these fatty acids are not significantly different from wild type. Shrunken seeds contain 34% of the fatty acids of wild-type seeds, with proportionally more palmitic, stearic, and oleic acids, and less of the longer and more desaturated homologs. Histological analysis of aborted rst1 seeds revealed that embryo development terminates at the approximate heart-shaped stage, whereas viable rst1 and wild-type embryos develop similarly.	16183838
AT3G27730	SALK_001976	Normal phenotype during vegetative growth and floral organ development; but reduced fertility.	16045469
AT3G27730	SALK_011457	Short fruits, low fertility (about 13% of wild type seed set).	15854901
AT3G27730	SALK_045941	Normal phenotype during vegetative growth and floral organ development; but reduced fertility.	16045469
AT3G27730	SALK_045941	Short fruits, low fertility (about 13% of wild type seed set).	15854901
AT3G27730	SALK_091560	Anthers contain polyads with five or six microspores (compared to four in wild-type).	16045469
AT3G27730	SALK_091560	Normal phenotype during vegetative growth and floral organ development; but reduced fertility.	16045469
AT3G27730	SALK_091560	Short fruits, low fertility (about 13% of wild type seed set).	15854901
AT3G27730	SALK_149121	Short fruits, low fertility (about 13% of wild type seed set).	15854901
AT3G27810	myb21-1	Shorter anther filaments, delayed anther dehiscence and greatly reduced male fertility.	16805732
AT3G27820	SALK_068667	cotyledons fail to expand or green, and seedling growth arrests. Severely impaired in its ability to breakdown triacylglycerol. Peroxisomes and oil bodies cluster together	17449810
AT3G27820	sdp2-1	cotyledons fail to expand or green, and seedling growth arrests. Severely impaired in its ability to breakdown triacylglycerol	17449810
AT3G27820	sdp2-2	cotyledons fail to expand or green, and seedling growth arrests. Severely impaired in its ability to breakdown triacylglycerol	17449810
AT3G27820	sdp2-3	cotyledons fail to expand or green, and seedling growth arrests. Severely impaired in its ability to breakdown triacylglycero	17449810
AT3G27920	CS3126	Mechanical wounding largely restore trichome formation of gl1-2 in jasmonate signaling-dependent manner.	19234066
AT3G27920	CS3787	early flowering; photoperiod-insensitive; long hypocotyl in light-grown seedlings; conditional circadian dysfunction; lacks trichomes on stems and leaves, some trichomes in leaf margins.	8893545
AT3G27920	CS3788	early flowering; photoperiod-insensitive; long hypocotyl in light-grown seedlings; conditional circadian dysfunction; lacks trichomes on stems and leaves, some trichomes in leaf margins.	8893545
AT3G27920	CS3791	early flowering; photoperiod-insensitive; long hypocotyl in light-grown seedlings; lacks trichomes on stems and leaves, some trichomes in leaf margins.	11402160
AT3G27920	CS6367	The kyp-2 mutant has defects in callus formation under laboratory conditions. Many fewer seeds form calluses compared to wild type seeds, and the calluses that do form are delayed and smaller in size. kyp-2 mutants are defective in the process known as alternative lengthening of telomeres, a telomerase-independent process. These mutants also show a loss of association between K9-dimethylated H3 histones and telomeric and centromeric DNA via ChIP assays.	17448460
AT3G27920	CS6367	Wild type morphology; lacks the cytosine methylation at sites of CpNpG trinucleotides (where N is A, C, G or T); low level of expression of two retrotransposon-related sequences (Athila and Ta3 sequences); suppresses the clark kent allele clk-3; lacks trichomes on stems and leaves.	11898023
AT3G27920	aba2-2	Adult plants wilt under dessicating conditions.	9787459
AT3G27920	aba2-2	After bolting, the wilty phenotype became evident in the shoot apex, cauline leaves and immature siliques of this mutant. This phenotype was partially restored by application of 10 &mu;M ABA to rosette leaves.	9787459
AT3G27920	aba2-2	Approximately 40% of mutant seeds germinate after far red/red light treatment, whereas wild type germination was suppressed almost entirely.	17010113
AT3G27920	aba2-2	Endogenous ABA levels in fresh and dehydrated tissues of the mutant were about 23% and 2.4%, respectively, of those of the wild type plants.
	9787459

AT3G27920	aba2-2	Endogenous levels of 12 amino acids were at least 2-fold greater in wild-type than in the mutant plants after 18 h dehydration. Amino acids that exhibited marked increases were leucine (152-fold), isoleucine (95-fold), proline (83-fold) and valine (25-fold). Aspartic acid was the only amino acid which showed a significant reduction in wild-type plants during dehydration. In dehydrated tissues of the mutant, 9 amino acids increased more than 2-fold during dehydration, however the increases in the mutant plants were less pronounced than those in wild-type plants. Glycine and alanine showed greater increases in comparison to wild type, whereas the levels of glutamic acid and aspartic acid showed a reduction in the mutant during dehydration.
